,date,year,month,day,countryCode,taxonID,phylum,class,order,family,genus,specificEpithet,species,Substrate,Latitude,Longitude,CoorUncert,Habitat,image_path,class_id,genus_id,family_id
6483,2020-09-07,2020.0,9.0,7.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.291042,11.614919,75.0,coniferous woodland,2860303321-285338.jpg,1587,563,17
6484,2018-09-23,2018.0,9.0,23.0,DK,69740.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinellum,pseudoscabrum,Leccinellum pseudoscabrum,soil,55.680609,9.597986,50.0,deciduous woodland,2238563853-34352.jpg,817,273,17
6485,2019-08-19,2019.0,8.0,19.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.09998,10.498398,10.0,grassland,2351007771-265059.jpg,824,274,17
6486,2020-09-05,2020.0,9.0,5.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.635,8.274444,15.0,park,2856929362-359873.jpg,824,274,17
6487,2018-10-24,2018.0,10.0,24.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,55.081161,15.027106,15.0,coniferous woodland,2238574786-258818.jpg,163,76,17
6488,2018-08-29,2018.0,8.0,29.0,DK,61279.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,cisalpinus,Xerocomellus cisalpinus,soil,55.792548,12.346865,75.0,deciduous woodland,2238553982-330078.jpg,1588,563,17
6489,2016-09-23,2016.0,9.0,23.0,DK,20681.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Strobilomyces,strobilaceus,Strobilomyces strobilaceus,soil,54.866933,11.733216,10.0,mixed woodland (coniferous and deciduous trees),2238474876-241394.jpg,1441,509,17
6490,2017-09-02,2017.0,9.0,2.0,DK,67237.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,engelii,Hortiboletus engelii,soil,55.404521,12.210978,25.0,park,2238506496-246037.jpg,618,225,17
6491,2018-10-15,2018.0,10.0,15.0,DK,20681.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Strobilomyces,strobilaceus,Strobilomyces strobilaceus,soil,55.830746,12.571999,50.0,deciduous woodland,2238573551-258457.jpg,1441,509,17
6492,2013-09-22,2013.0,9.0,22.0,DK,63618.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,cyaneobasileucum,Leccinum cyaneobasileucum,soil,57.1323,9.43384,50.0,mixed woodland (coniferous and deciduous trees),2238334455-160367.jpg,820,274,17
6493,2017-06-14,2017.0,6.0,14.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,54.737363,11.57567,5.0,deciduous woodland,2238494843-21998.jpg,107,39,17
6494,2018-09-12,2018.0,9.0,12.0,DK,11095.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,rubellus,Hortiboletus rubellus,soil,54.720023,11.818019,10.0,deciduous woodland,2238558237-331003.jpg,619,225,17
6495,2019-09-30,2019.0,9.0,30.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,56.137026,9.611691,5.0,garden,2424121882-343104.jpg,1592,39,17
6496,2016-07-15,2016.0,7.0,15.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.772228000000005,12.393917,75.0,coniferous woodland,2238468447-315914.jpg,1587,563,17
6497,2018-09-03,2018.0,9.0,3.0,DK,19022.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Porphyrellus,porphyrosporus,Porphyrellus porphyrosporus,soil,56.634837,9.807723,25.0,deciduous woodland,2238554922-330253.jpg,1211,427,17
6498,2010-08-27,2010.0,8.0,27.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.77186999999999,9.7102,25.0,roadside,2237913329-77247.jpg,824,274,17
6499,2018-08-31,2018.0,8.0,31.0,DK,16117.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,versipelle,Leccinum versipelle,soil,56.041123,12.508218,50.0,deciduous woodland,2238555338-32566.jpg,827,274,17
6500,2013-06-30,2013.0,6.0,30.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,soil,55.21031,11.79804,25.0,mixed woodland (coniferous and deciduous trees),2238213286-232911.jpg,1589,563,17
6501,2018-09-18,2018.0,9.0,18.0,DK,67237.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,engelii,Hortiboletus engelii,soil,55.652432,12.632149,5.0,garden,2238561230-182303.jpg,618,225,17
6502,2020-11-01,2020.0,11.0,1.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,56.130703,9.643604,5.0,coniferous woodland,2901951550-218748.jpg,163,76,17
6503,2011-06-28,2011.0,6.0,28.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.02933,12.0502,75.0,coniferous woodland,2237959543-4560.jpg,711,248,17
6504,2014-09-05,2014.0,9.0,5.0,DK,16117.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,versipelle,Leccinum versipelle,soil,55.11847,14.88494,50.0,mixed woodland (coniferous and deciduous trees),2238382558-14139.jpg,827,274,17
6505,2010-08-26,2010.0,8.0,26.0,DK,16090.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,duriusculum,Leccinum duriusculum,soil,56.23256,10.31271,10.0,lawn,2237915652-300598.jpg,821,274,17
6506,2020-08-14,2020.0,8.0,14.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,55.099968,10.498414,25.0,grassland,2831356323-60947.jpg,128,54,17
6507,2017-09-26,2017.0,9.0,26.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.76965799999999,12.401186,15.0,deciduous woodland,2238517452-323179.jpg,1590,563,17
6508,2018-08-28,2018.0,8.0,28.0,DK,65746.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,queletii,Suillellus queletii,soil,55.470153,12.083072,15.0,deciduous woodland,2238551620-180317.jpg,1454,513,17
6509,2020-08-04,2020.0,8.0,4.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,mosses,56.108067000000005,9.98795,20.0,mixed woodland (coniferous and deciduous trees),2825707315-209204.jpg,1551,544,17
6510,2018-09-15,2018.0,9.0,15.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,55.809144,12.460917,25.0,roadside,2238562988-34124.jpg,617,225,17
6511,2020-09-20,2020.0,9.0,20.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.168723,9.620028,47.0,coniferous woodland,2862698447-361324.jpg,711,248,17
6512,2016-07-10,2016.0,7.0,10.0,DK,11095.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,rubellus,Hortiboletus rubellus,soil,55.713136,12.45796,5.0,wetland,2238466941-240391.jpg,619,225,17
6513,2018-09-27,2018.0,9.0,27.0,DK,11101.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,subtomentosus,Boletus subtomentosus,soil,55.22831,11.825474,5.0,mixed woodland (coniferous and deciduous trees),2238565123-34590.jpg,1593,39,17
6514,2009-09-27,2009.0,9.0,27.0,DK,16092.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,niveum,Leccinum scabrum,soil,55.56146999999999,11.90361,100.0,deciduous woodland,2238353477-310555.jpg,823,274,17
6515,2015-10-03,2015.0,10.0,3.0,DK,19022.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Porphyrellus,porphyrosporus,Porphyrellus porphyrosporus,soil,55.4333,10.18548,50.0,deciduous woodland,2238440554-90758.jpg,1211,427,17
6516,2020-09-27,2020.0,9.0,27.0,DK,19022.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Porphyrellus,porphyrosporus,Porphyrellus porphyrosporus,soil,56.096963,10.223083,25.0,deciduous woodland,2868472310-212997.jpg,1211,427,17
6517,2018-08-14,2018.0,8.0,14.0,DK,65783.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,satanas,Rubroboletus satanas,soil,56.120977,10.212449,25.0,deciduous woodland,2238550681-253958.jpg,1312,474,17
6518,2009-09-01,2009.0,9.0,1.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.89072,10.06073,75.0,mixed woodland (coniferous and deciduous trees),2238267186-233744.jpg,1592,39,17
6519,2016-09-06,2016.0,9.0,6.0,DK,11095.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,rubellus,Hortiboletus rubellus,soil,55.77008299999999,12.454149,5.0,park,2238470940-166883.jpg,619,225,17
6520,2015-10-07,2015.0,10.0,7.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,56.01612,12.22721,100.0,deciduous woodland,2238431445-164421.jpg,1592,39,17
6521,2018-10-20,2018.0,10.0,20.0,DK,16117.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,versipelle,Leccinum versipelle,soil,55.95069,11.72529,75.0,mixed woodland (coniferous and deciduous trees),2238572504-110256.jpg,827,274,17
6522,2020-07-21,2020.0,7.0,21.0,DK,11070.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,fechtneri,Butyriboletus fechtneri,soil,55.166197,11.714589,15.0,deciduous woodland,2818073315-208448.jpg,121,49,17
6523,2019-06-27,2019.0,6.0,27.0,DK,11073.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hemileccinum,impolitum,Hemileccinum impolitum,soil,54.685492,11.519259,50.0,deciduous woodland,2273187804-115207.jpg,597,212,17
6524,2011-07-03,2011.0,7.0,3.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.92334,12.33535,50.0,deciduous woodland,2237959821-226983.jpg,1587,563,17
6525,2010-08-13,2010.0,8.0,13.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,55.65721,12.52927,10.0,park,2237897055-150960.jpg,128,54,17
6526,2016-07-08,2016.0,7.0,8.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,55.784598,12.498052,25.0,park,2238467117-315745.jpg,163,76,17
6527,2020-10-28,2020.0,10.0,28.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.913926,9.919804,22.0,coniferous woodland,2901942422-367964.jpg,711,248,17
6528,2018-08-21,2018.0,8.0,21.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,56.010323,12.28527,15.0,deciduous woodland,2238550586-253925.jpg,1023,348,17
6529,2013-08-30,2013.0,8.0,30.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,56.24224,10.27427,10.0,deciduous woodland,2238220338-10976.jpg,120,49,17
6530,2014-10-17,2014.0,10.0,17.0,DK,67753.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Aureoboletus,projectellus,Aureoboletus projectellus,soil,54.99609,15.04159,50.0,coniferous woodland,2238414913-15497.jpg,87,26,17
6531,2018-09-30,2018.0,9.0,30.0,DK,61471.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,aurantiacum,Leccinum aurantiacum,soil,56.378452,9.362224,10.0,deciduous woodland,2237856629-75623.jpg,819,274,17
6532,2011-06-22,2011.0,6.0,22.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.8848,10.04331,75.0,coniferous woodland,2237958054-78903.jpg,1590,563,17
6533,2019-09-10,2019.0,9.0,10.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,56.081424,9.367175,50.0,coniferous woodland,2413149903-43956.jpg,127,54,17
6534,2019-10-03,2019.0,10.0,3.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,55.1443,10.382835,50.0,coniferous woodland,2424123318-45682.jpg,163,76,17
6535,2012-07-24,2012.0,7.0,24.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.79988,12.35098,75.0,deciduous woodland,2238150033-7827.jpg,711,248,17
6536,2019-11-09,2019.0,11.0,9.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.53336,12.004033,5.0,deciduous woodland,2449442651-272572.jpg,711,248,17
6537,2020-09-16,2020.0,9.0,16.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,54.825158,11.949894,15.0,mixed woodland (coniferous and deciduous trees),2862698375-211698.jpg,105,39,17
6538,2010-06-22,2010.0,6.0,22.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.89221,10.08159,75.0,mixed woodland (coniferous and deciduous trees),2238589972-337003.jpg,1592,39,17
6539,2020-10-26,2020.0,10.0,26.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.834625,12.234275,1.0,coniferous woodland,2901949395-218563.jpg,1023,348,17
6540,2019-10-28,2019.0,10.0,28.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,57.476351,10.14928,5.0,deciduous woodland,2446758532-346801.jpg,1587,563,17
6541,2020-09-17,2020.0,9.0,17.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.88812,9.918876,50.0,deciduous woodland,2862695391-286176.jpg,711,248,17
6542,2018-08-22,2018.0,8.0,22.0,DK,65783.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,satanas,Rubroboletus satanas,soil,56.121028,10.21243,5.0,deciduous woodland,2238552273-32066.jpg,1312,474,17
6543,2018-08-29,2018.0,8.0,29.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,soil,56.062257,10.258655,15.0,deciduous woodland,2238553024-106480.jpg,1589,563,17
6544,2018-09-04,2018.0,9.0,4.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,55.962023,12.333067,5.0,deciduous woodland,2238556281-255075.jpg,127,54,17
6545,2019-10-10,2019.0,10.0,10.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.024997,15.111278,15.0,deciduous woodland,2425495172-344325.jpg,1590,563,17
6546,2016-10-24,2016.0,10.0,24.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,56.049944,12.236187,75.0,deciduous woodland,2238480383-19679.jpg,1590,563,17
6547,2020-11-01,2020.0,11.0,1.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,54.811353,12.125578,15.0,deciduous woodland,2964225321-294505.jpg,1590,563,17
6548,2020-10-12,2020.0,10.0,12.0,DK,61279.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,cisalpinus,Xerocomellus cisalpinus,soil,55.904247,11.743359,65.0,garden,2989734320-222215.jpg,1588,563,17
6549,2020-10-11,2020.0,10.0,11.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,bark,55.442415,11.541299,8.0,coniferous woodland,2874311519-140436.jpg,711,248,17
6550,2019-10-03,2019.0,10.0,3.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.489922,8.440586,15.0,mixed woodland (coniferous and deciduous trees),2424123582-343447.jpg,824,274,17
6551,2009-10-08,2009.0,10.0,8.0,DK,16116.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,variicolor,Leccinum variicolor,"stems of herbs, grass",55.80209,12.43455,10.0,wetland,2238403119-89260.jpg,826,274,17
6552,2020-09-04,2020.0,9.0,4.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,leaves,55.721192,9.635327,75.0,coniferous woodland,2860306337-360401.jpg,1023,348,17
6553,2015-10-04,2015.0,10.0,4.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,56.02472,12.30331,75.0,deciduous woodland,2238429697-313685.jpg,120,49,17
6554,2011-08-19,2011.0,8.0,19.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.72832,12.43466,25.0,roadside,2237968899-79482.jpg,824,274,17
6555,2019-10-18,2019.0,10.0,18.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,leaves,54.6038,11.921917,64.0,coniferous woodland,2427872673-47050.jpg,105,39,17
6556,2020-09-16,2020.0,9.0,16.0,DK,16088.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinellum,crocipodium,Leccinellum crocipodium,soil,55.55402900000001,9.837123,75.0,deciduous woodland,2862700373-63371.jpg,816,273,17
6557,2018-09-03,2018.0,9.0,3.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,55.369161,12.076172,75.0,deciduous woodland,2238555658-32638.jpg,120,49,17
6558,2009-08-14,2009.0,8.0,14.0,DK,65783.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,satanas,Rubroboletus satanas,soil,56.26821,10.35629,50.0,deciduous woodland,2238221562-308735.jpg,1312,474,17
6559,2009-09-13,2009.0,9.0,13.0,DK,16092.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,niveum,Leccinum scabrum,soil,56.17231,9.60651,10.0,hedgerow,2238305435-159895.jpg,823,274,17
6560,2020-09-27,2020.0,9.0,27.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,57.170683,9.452175,714.0,coniferous woodland,2864907452-362046.jpg,105,39,17
6561,2019-08-26,2019.0,8.0,26.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,56.79434499999999,9.902802,75.0,coniferous woodland,2382319263-42615.jpg,163,76,17
6562,2012-07-31,2012.0,7.0,31.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.32169,11.61012,25.0,deciduous woodland,2238151253-7904.jpg,1587,563,17
6563,2017-09-14,2017.0,9.0,14.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.782414,12.555383,75.0,deciduous woodland,2238509835-172735.jpg,1590,563,17
6564,2020-10-09,2020.0,10.0,9.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,56.007104000000005,12.470394,25.0,deciduous woodland,2874308467-364293.jpg,824,274,17
6565,2020-10-05,2020.0,10.0,5.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.44859399999999,9.957511,75.0,mixed woodland (coniferous and deciduous trees),2874306332-364155.jpg,711,248,17
6566,2013-08-16,2013.0,8.0,16.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,55.77759,12.44133,50.0,deciduous woodland,2238218160-159198.jpg,120,49,17
6567,2020-10-29,2020.0,10.0,29.0,DK,16092.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,niveum,Leccinum scabrum,soil,55.945774,11.703853,19.0,deciduous woodland,2989715337-371704.jpg,823,274,17
6568,2019-06-23,2019.0,6.0,23.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,soil,54.766186,11.714619,75.0,coniferous woodland,2269197703-40591.jpg,1589,563,17
6569,2013-07-14,2013.0,7.0,14.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,56.01371,12.29235,25.0,deciduous woodland,2238215447-308316.jpg,1592,39,17
6570,2019-10-09,2019.0,10.0,9.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,54.71212,11.452036,15.0,park,2425493646-268819.jpg,824,274,17
6571,2018-09-14,2018.0,9.0,14.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,56.108529,9.363126,10.0,deciduous woodland,2238562913-34110.jpg,105,39,17
6572,2009-09-06,2009.0,9.0,6.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.10369,9.40041,25.0,mixed woodland (coniferous and deciduous trees),2238304926-233970.jpg,824,274,17
6573,2020-10-20,2020.0,10.0,20.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,56.634324,9.532346,5.0,grassland,2898620385-216629.jpg,163,76,17
6574,2011-09-16,2011.0,9.0,16.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,56.38752,9.70438,75.0,coniferous woodland,2238362059-87568.jpg,127,54,17
6575,2009-07-28,2009.0,7.0,28.0,DK,11101.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,subtomentosus,Boletus subtomentosus,soil,56.14799,9.58742,50.0,deciduous woodland,2237921457-300827.jpg,1593,39,17
6576,2010-08-19,2010.0,8.0,19.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,56.02693000000001,12.05166,150.0,deciduous woodland,2237910735-151021.jpg,107,39,17
6577,2012-09-08,2012.0,9.0,8.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.3107,11.63257,150.0,deciduous woodland,2238161299-82611.jpg,1453,513,17
6578,2016-10-07,2016.0,10.0,7.0,DK,11081.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Pseudoboletus,parasiticus,Pseudoboletus parasiticus,fungi,55.427434,10.483376,5.0,deciduous woodland,2238476800-167522.jpg,1238,437,17
6579,2020-09-16,2020.0,9.0,16.0,DK,67274.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,fuscoroseus,Butyriboletus fuscoroseus,soil,55.861589,9.935658,15.0,deciduous woodland,2862700408-63385.jpg,122,49,17
